symbol,date,adjClose,close,high,low,Open,Volume
MSFT,21/5/2019,125.3574448,126.9000015,127.5299988,126.5800018,127.4300003,15293300
MSFT,22/5/2019,126.1180725,127.6699982,128.2400055,126.5199966,126.6200027,15396500
MSFT,23/5/2019,124.6461945,126.1800003,126.2900009,124.7399979,126.1999969,23603800
MSFT,24/5/2019,124.705452,126.2399979,127.4199982,125.9700012,126.9100037,14123400
MSFT,28/5/2019,124.626442,126.1600037,128,126.0500031,126.9800034,23128400
MSFT,29/5/2019,123.4212646,124.9400024,125.3899994,124.0400009,125.3799973,22763100
MSFT,30/5/2019,124.2016525,125.7300034,125.7600021,124.7799988,125.2600021,16829600
MSFT,31/5/2019,122.1765747,123.6800003,124.6200027,123.3199997,124.2300034,26646800
MSFT,3/6/2019,118.3832474,119.8399963,124.3700027,119.0100021,123.8499985,37983600
MSFT,4/6/2019,121.6629028,123.1600037,123.2799988,120.6500015,121.2799988,29382600
MSFT,5/6/2019,124.3004456,125.8300018,125.8700027,124.2099991,124.9499969,24926100
MSFT,6/6/2019,126.2662506,127.8199997,127.9700012,125.5999985,126.4400024,21459000
MSFT,7/6/2019,129.8027191,131.3999939,132.25,128.2599945,129.1900024,33885600
MSFT,10/6/2019,130.9881592,132.6000061,134.0800018,132,132.3999939,26477100
MSFT,11/6/2019,130.4942322,132.1000061,134.2400055,131.2799988,133.8800049,23913700
MSFT,12/6/2019,129.8916473,131.4900055,131.9700012,130.7100067,131.3999939,17084700
MSFT,13/6/2019,130.7115479,132.3200073,133,131.5599976,131.9799957,17200800
MSFT,14/6/2019,130.8399811,132.4499969,133.7899933,131.6399994,132.2599945,17821700
MSFT,17/6/2019,131.2351227,132.8500061,133.7299957,132.5299988,132.6300049,14517800
MSFT,18/6/2019,133.5170288,135.1600037,135.2400055,133.5700073,134.1900024,25934500
MSFT,19/6/2019,134.0406036,135.6900024,135.9299927,133.8099976,135,23744400
MSFT,20/6/2019,135.2852478,136.9499969,137.6600037,135.7200012,137.4499969,33042600
MSFT,21/6/2019,135.3050385,136.9700012,137.7299957,136.4600067,136.5800018,36727900
MSFT,24/6/2019,136.1051788,137.7799988,138.3999939,137,137,20628800
MSFT,25/6/2019,131.8080444,133.4299927,137.5899963,132.7299957,137.25,33327400
MSFT,26/6/2019,132.3019714,133.9299927,135.7400055,133.6000061,134.3500061,23657700
MSFT,27/6/2019,132.5192871,134.1499939,134.7100067,133.5099945,134.1399994,16557500
MSFT,28/6/2019,132.3316193,133.9600067,134.6000061,133.1600037,134.5700073,30043000
MSFT,1/7/2019,134.0307007,135.6799927,136.6999969,134.9700012,136.6300049,22654200
MSFT,2/7/2019,134.919754,136.5800018,136.5899963,135.3399963,136.1199951,15237800
MSFT,3/7/2019,135.7890625,137.4600067,137.7400055,136.2899933,136.8000031,13629300
MSFT,5/7/2019,135.3939362,137.0599976,137.3300018,135.7200012,135.9400024,18141100
MSFT,8/7/2019,135.2951508,136.9600067,137.1000061,135.3699951,136.3999939,16779700
MSFT,9/7/2019,134.801239,136.4600067,136.9700012,135.8000031,136,19953100
MSFT,10/7/2019,136.1743469,137.8500061,138.5800018,137.0200043,137.1300049,24204400
MSFT,11/7/2019,136.7176361,138.3999939,139.2200012,137.8699951,138.1999969,22327900
MSFT,12/7/2019,137.2115631,138.8999939,139.1300049,138.0099945,138.8500061,18936800
MSFT,15/7/2019,137.2115631,138.8999939,139.5399933,138.4600067,139.4400024,16651500
MSFT,16/7/2019,135.413681,137.0800018,139.0500031,136.5200043,138.9600067,22726100
MSFT,17/7/2019,134.6135406,136.2700043,137.9299927,136.2200012,137.6999969,20211000
MSFT,18/7/2019,134.7617188,136.4199982,136.6199951,134.6699982,135.5500031,30808700
MSFT,19/7/2019,134.9592743,136.6199951,140.6699982,136.4499969,140.2200012,48992400
MSFT,22/7/2019,136.7472687,138.4299927,139.1900024,137.3300018,137.4100037,25074900
MSFT,23/7/2019,137.596817,139.2899933,139.9900055,138.0299988,139.7599945,18034600
MSFT,24/7/2019,139.0094452,140.7200012,140.7400055,138.8500061,138.8999939,20738300
MSFT,25/7/2019,138.4858856,140.1900024,140.6100006,139.3200073,140.4299927,18356900
MSFT,26/7/2019,139.6219025,141.3399963,141.6799927,140.3000031,140.3699951,19037600
MSFT,29/7/2019,139.3156738,141.0299988,141.5099945,139.3699951,141.5,16605900
MSFT,30/7/2019,138.6439362,140.3500061,141.2200012,139.8000031,140.1399994,16846500
MSFT,31/7/2019,134.6135406,136.2700043,140.4900055,135.0800018,140.3300018,38598800
MSFT,1/8/2019,136.3817596,138.0599976,140.9400024,136.9299927,137,40557500
MSFT,2/8/2019,135.2358551,136.8999939,138.3200073,135.2599945,138.0899963,30791600
MSFT,5/8/2019,130.60289,132.2100067,133.9299927,130.7799988,133.3000031,42749600
MSFT,6/8/2019,133.0527496,134.6900024,135.6799927,133.2100067,133.8000031,32696700
MSFT,7/8/2019,133.6355438,135.2799988,135.6499939,131.8300018,133.7899933,33414500
MSFT,8/8/2019,137.2016907,138.8899994,138.9900055,135.9299927,136.6000061,27496500
MSFT,9/8/2019,136.0360413,137.7100067,139.3800049,136.4600067,138.6100006,23466700
MSFT,12/8/2019,134.1393585,135.7899933,137.8600006,135.2400055,137.0700073,20476600
MSFT,13/8/2019,136.9152222,138.6000061,138.8000031,135,136.0500031,25154600
MSFT,14/8/2019,132.7920837,133.9799957,136.9199982,133.6699982,136.3600006,32527300
MSFT,15/8/2019,132.494751,133.6799927,134.5800018,132.25,134.3899994,28074400
MSFT,16/8/2019,134.9230499,136.1300049,136.4600067,134.7200012,134.8800049,24449100
MSFT,19/8/2019,137.1828308,138.4100037,138.5500031,136.8899994,137.8500061,24355700
MSFT,20/8/2019,136.0430145,137.2599945,138.7100067,137.2400055,138.2100067,21170800
MSFT,21/8/2019,137.559433,138.7899933,139.4900055,138,138.5500031,14970300
MSFT,22/8/2019,136.5583954,137.7799988,139.1999969,136.2899933,138.6600037,18697000
MSFT,23/8/2019,132.2073212,133.3899994,138.3500061,132.8000031,137.1900024,38508600
MSFT,26/8/2019,134.2490692,135.4499969,135.5599976,133.8999939,134.9900055,20312600
MSFT,27/8/2019,134.5364838,135.7400055,136.7200012,134.6600037,136.3899994,23102100
MSFT,28/8/2019,134.358078,135.5599976,135.7599945,133.5500031,134.8800049,17393300
MSFT,29/8/2019,136.8953857,138.1199951,138.4400024,136.9100037,137.25,20168700
MSFT,30/8/2019,136.6377106,137.8600006,139.1799927,136.2700043,139.1499939,23940100
MSFT,3/9/2019,134.8338318,136.0399933,137.1999969,135.6999969,136.6100006,18869300
MSFT,4/9/2019,136.4097443,137.6300049,137.6900024,136.4799957,137.3000031,17995900
MSFT,5/9/2019,138.8082733,140.0500031,140.3800049,138.7599945,139.1100006,26101800
MSFT,6/9/2019,137.8666992,139.1000061,140.1799927,138.1999969,140.0299988,20824500
MSFT,9/9/2019,136.3007202,137.5200043,139.75,136.4600067,139.5899963,25773900
MSFT,10/9/2019,134.8734894,136.0800018,136.8899994,134.5099945,136.8000031,28903400
MSFT,11/9/2019,134.9131012,136.1199951,136.2700043,135.0899963,135.9100037,24726100
MSFT,12/9/2019,136.3007202,137.5200043,138.4199982,136.8699951,137.8500061,27010000
MSFT,13/9/2019,136.102478,137.3200073,138.0599976,136.5700073,137.7799988,23363100
MSFT,16/9/2019,135.1212616,136.3300018,136.6999969,135.6600037,135.8300018,16731400
MSFT,17/9/2019,136.171875,137.3899994,137.5200043,136.4299927,136.9600067,17814200
MSFT,18/9/2019,137.2918396,138.5200043,138.6699982,136.5299988,137.3600006,23982100
MSFT,19/9/2019,139.8192444,141.0700073,142.3699951,140.0700073,140.3000031,35772100
MSFT,20/9/2019,138.2036896,139.4400024,141.6499939,138.25,141.0099945,39167300
MSFT,23/9/2019,137.9063416,139.1399994,139.6300049,138.4400024,139.2299957,17139300
MSFT,24/9/2019,136.1619568,137.3800049,140.6900024,136.8800049,140.3600006,29773200
MSFT,25/9/2019,138.1243896,139.3600006,139.9600067,136.0299988,137.5,21382000
MSFT,26/9/2019,138.3027954,139.5399933,140.1799927,138.4400024,139.4400024,17456600
MSFT,27/9/2019,136.5088348,137.7299957,140.3600006,136.6499939,140.1499939,22477700
MSFT,30/9/2019,137.7973175,139.0299988,139.2200012,137.7799988,138.0500031,17280900
MSFT,1/10/2019,135.8547058,137.0700073,140.25,137,139.6600037,21466600
MSFT,2/10/2019,133.4561462,134.6499939,136.3699951,133.5800018,136.25,30521700
MSFT,3/10/2019,135.071701,136.2799988,136.75,133.2200012,134.9499969,24132900
MSFT,4/10/2019,136.8953857,138.1199951,138.25,136.4199982,136.75,22897700
MSFT,7/10/2019,135.9042511,137.1199951,138.1799927,137.0200043,137.1399994,15303700
MSFT,8/10/2019,134.4671173,135.6699982,137.7599945,135.6199951,137.0800018,25550500
MSFT,9/10/2019,137.014328,138.2400055,138.6999969,136.9700012,137.4600067,19749900
MSFT,10/10/2019,137.8666992,139.1000061,139.6699982,138.25,138.4900055,17654600
MSFT,11/10/2019,138.4415436,139.6799927,141.0299988,139.5,140.1199951,25446000
MSFT,14/10/2019,138.3127136,139.5500031,140.2899933,139.5200043,139.6900024,13304300
MSFT,15/10/2019,140.3148041,141.5700073,141.7899933,139.8099976,140.0599976,19695700
MSFT,16/10/2019,139.1650848,140.4100037,140.9900055,139.5299988,140.7899933,20751600
MSFT,17/10/2019,138.4514618,139.6900024,141.4199982,139.0200043,140.9499969,21460600
MSFT,18/10/2019,136.1916809,137.4100037,140,136.5599976,139.7599945,32273500
MSFT,21/10/2019,137.2026215,138.4299927,138.5,137.0099945,138.4499969,20078200
MSFT,22/10/2019,135.1609039,136.3699951,140.0099945,136.2599945,138.9700012,27431000
MSFT,23/10/2019,136.0232086,137.2400055,137.4499969,135.6100006,136.8800049,29844600
MSFT,24/10/2019,138.6992645,139.9400024,140.4199982,138.6699982,139.3899994,37029300
MSFT,25/10/2019,139.4822388,140.7299957,141.1399994,139.1999969,139.3399963,25959700
MSFT,28/10/2019,142.9115753,144.1900024,145.6699982,143.5099945,144.3999939,35280100
MSFT,29/10/2019,141.5636292,142.8300018,144.5,142.6499939,144.0800018,20589500
MSFT,30/10/2019,143.3278503,144.6100006,145,142.7899933,143.5200043,18496600
MSFT,31/10/2019,142.0988312,143.3699951,144.9299927,142.9900055,144.8999939,24605100
MSFT,1/11/2019,142.4457397,143.7200012,144.4199982,142.9700012,144.2599945,33128400
MSFT,4/11/2019,143.2683868,144.5500031,145,144.1600037,144.8300018,16912000
MSFT,5/11/2019,143.1791992,144.4600067,145.0200043,143.9100037,144.9700012,18250200
MSFT,6/11/2019,142.7827148,144.0599976,144.5200043,143.1999969,144.3699951,16575800
MSFT,7/11/2019,142.9809418,144.2599945,144.8800049,143.7700043,143.8399963,17786700
MSFT,8/11/2019,144.6658783,145.9600067,145.9900055,143.7599945,143.9799957,16732700
MSFT,11/11/2019,144.8145447,146.1100006,146.4199982,144.7299957,145.3399963,14362600
MSFT,12/11/2019,145.766037,147.0700073,147.5700073,146.0599976,146.2799988,18641600
MSFT,13/11/2019,146.0039063,147.3099976,147.4600067,146.2799988,146.7400055,16919200
MSFT,14/11/2019,146.7472534,148.0599976,148.4100037,147,147.0200043,19729800
MSFT,15/11/2019,148.6403351,149.9700012,149.9900055,148.2700043,148.9299927,23485700
MSFT,18/11/2019,149.0070496,150.3399963,150.5500031,148.9799957,150.0700073,21534000
MSFT,19/11/2019,149.0565948,150.3899994,151.3300018,150.1999969,150.8800049,23935700
MSFT,20/11/2019,148.7980194,149.6199951,150.8399963,148.4600067,150.3099976,25696800
MSFT,21/11/2019,148.658783,149.4799957,149.8000031,148.5,149.3999939,18576100
MSFT,22/11/2019,148.7681885,149.5899963,150.3000031,148.8200073,150.0700073,15901800
MSFT,25/11/2019,150.3991852,151.2299957,151.3500061,149.9199982,150,22420900
MSFT,26/11/2019,151.1947937,152.0299988,152.4199982,151.3200073,151.3600006,24620100
MSFT,27/11/2019,151.4832001,152.3200073,152.5,151.5200043,152.3300018,15184400
MSFT,29/11/2019,150.5483704,151.3800049,152.3000031,151.2799988,152.1000061,11977300
MSFT,2/12/2019,148.7284241,149.5500031,151.8300018,148.3200073,151.8099976,27418400
MSFT,3/12/2019,148.4897308,149.3099976,149.4299927,146.6499939,147.4900055,24066000
MSFT,4/12/2019,149.0267639,149.8500061,150.1799927,149.1999969,150.1399994,17574700
MSFT,5/12/2019,149.1063232,149.9299927,150.3200073,149.4799957,150.0500031,17869100
MSFT,6/12/2019,150.9163208,151.75,151.8699951,150.2700043,150.9900055,16403500
MSFT,9/12/2019,150.5284729,151.3600006,152.2100067,150.9100037,151.0700073,16687400
MSFT,10/12/2019,150.2997437,151.1300049,151.8899994,150.7599945,151.2899933,16476100
MSFT,11/12/2019,150.8665924,151.6999969,151.8699951,150.3300018,151.5399933,18856600
MSFT,12/12/2019,152.3981476,153.2400055,153.4400024,151.0200043,151.6499939,24612100
MSFT,13/12/2019,153.6810608,154.5299988,154.8899994,152.8300018,153,23845400
MSFT,16/12/2019,154.6755524,155.5299988,155.8999939,154.8200073,155.1100006,24144200
MSFT,17/12/2019,153.8401794,154.6900024,155.7100067,154.4499969,155.4499969,25425600
MSFT,18/12/2019,153.5219421,154.3699951,155.4799957,154.1799927,154.3000031,24129200
MSFT,19/12/2019,154.8545837,155.7100067,155.7700043,153.75,154,24958900
MSFT,20/12/2019,156.5452423,157.4100037,158.4900055,156.2899933,157.3500061,53477500
MSFT,23/12/2019,156.5452423,157.4100037,158.1199951,157.2700043,158.1199951,17718200
MSFT,24/12/2019,156.5153961,157.3800049,157.7100067,157.1199951,157.4799957,8989200
MSFT,26/12/2019,157.7983093,158.6699982,158.7299957,157.3999939,157.5599976,14520600
MSFT,27/12/2019,158.086731,158.9600067,159.5500031,158.2200012,159.4499969,18412800
MSFT,30/12/2019,156.7242432,157.5899963,159.0200043,156.7299957,158.9900055,16348400
MSFT,31/12/2019,156.8336334,157.6999969,157.7700043,156.4499969,156.7700043,18369400
MSFT,2/1/2020,159.7375946,160.6199951,160.7299957,158.3300018,158.7799988,22622100
MSFT,3/1/2020,157.7485809,158.6199951,159.9499969,158.0599976,158.3200073,21116200
MSFT,6/1/2020,158.1563416,159.0299988,159.1000061,156.5099945,157.0800018,20813700
MSFT,7/1/2020,156.7143097,157.5800018,159.6699982,157.3200073,159.3200073,21634100
MSFT,8/1/2020,159.210495,160.0899963,160.8000031,157.9499969,158.9299927,27746500
MSFT,9/1/2020,161.1995087,162.0899963,162.2200012,161.0299988,161.8399963,21385000
MSFT,10/1/2020,160.4536438,161.3399963,163.2200012,161.1799927,162.8200073,20725900
MSFT,13/1/2020,162.3829803,163.2799988,163.3099976,161.2599945,161.7599945,21626500
MSFT,14/1/2020,161.2393036,162.1300049,163.6000061,161.7200012,163.3899994,23477400
MSFT,15/1/2020,162.2835388,163.1799927,163.9400024,162.5700073,162.6199951,21417900
MSFT,16/1/2020,165.2571106,166.1699982,166.2400055,164.0299988,164.3500061,23865400
MSFT,17/1/2020,166.1820068,167.1000061,167.4700012,165.4299927,167.4199982,34371700
MSFT,21/1/2020,165.5852966,166.5,168.1900024,166.4299927,166.6799927,29517200
MSFT,22/1/2020,164.7896881,165.6999969,167.4900055,165.6799927,167.3999939,24109700
MSFT,23/1/2020,165.8040924,166.7200012,166.8000031,165.2700043,166.1900024,19680800
MSFT,24/1/2020,164.133316,165.0399933,167.5299988,164.4499969,167.5099945,24918100
MSFT,27/1/2020,161.3884735,162.2799988,163.3800049,160.1999969,161.1499939,32078100
MSFT,28/1/2020,164.5510254,165.4600067,165.7599945,163.0700073,163.7799988,24899900
MSFT,29/1/2020,167.1168213,168.0399933,168.75,165.6900024,167.8399963,34754500
MSFT,30/1/2020,171.8307953,172.7799988,174.0500031,170.7899933,174.0500031,51597500
MSFT,31/1/2020,169.2947998,170.2299957,172.3999939,169.5800018,172.2100067,36142700
MSFT,3/2/2020,173.4220123,174.3800049,174.5,170.3999939,170.4299927,30149100
MSFT,4/2/2020,179.1304779,180.1199951,180.6399994,176.3099976,177.1399994,36433300
MSFT,5/2/2020,178.9116821,179.8999939,184.1999969,178.4100037,184.0299988,39186300
MSFT,6/2/2020,182.6212006,183.6300049,183.8200073,180.0599976,180.9700012,27751400
MSFT,7/2/2020,182.8797607,183.8899994,185.6300049,182.4799957,182.8500061,33529100
MSFT,10/2/2020,187.6633301,188.6999969,188.8399963,183.25,183.5800018,35844300
MSFT,11/2/2020,183.4267426,184.4400024,190.6999969,183.5,190.6499939,53159900
MSFT,12/2/2020,183.6952515,184.7100067,185.8500061,181.8500061,185.5800018,47062900
MSFT,13/2/2020,182.7007599,183.7100067,186.2299957,182.8699951,183.0800018,35295800
MSFT,14/2/2020,184.3317413,185.3500061,185.4100037,182.6499939,183.25,23149500
MSFT,18/2/2020,186.201416,187.2299957,187.6999969,185.5,185.6100006,27792200
MSFT,19/2/2020,186.7598572,187.2799988,188.1799927,186.4700012,188.0599976,29997500
MSFT,20/2/2020,183.9078064,184.4199982,187.25,181.1000061,186.9499969,36862400
MSFT,21/2/2020,178.0939941,178.5899963,183.5,177.25,183.1699982,48572600
MSFT,24/2/2020,170.4153748,170.8899994,174.5500031,163.2299957,167.7700043,68311100
MSFT,25/2/2020,167.6032257,168.0700073,174.8399963,167.6499939,174.1999969,68073300
MSFT,26/2/2020,169.6973724,170.1699982,173.2599945,168.2100067,169.7100067,56206100
MSFT,27/2/2020,157.7406769,158.1799927,167.0299988,157.9799957,163.3200073,93033600
MSFT,28/2/2020,161.5600433,162.0099945,163.7100067,152,152.4100037,97073600
MSFT,2/3/2020,172.3101044,172.7899933,172.9199982,162.3099976,165.3099976,71030800
MSFT,3/3/2020,164.0531006,164.5099945,175,162.2599945,173.8000031,71677000
MSFT,4/3/2020,170.0763245,170.5500031,170.6999969,165.6199951,168.4900055,49814400
MSFT,5/3/2020,165.8082123,166.2700043,170.8699951,165.6900024,166.0500031,47817300
MSFT,6/3/2020,161.1212769,161.5700073,163.1100006,156,162.6100006,72821100
MSFT,9/3/2020,150.2016754,150.6199951,157.75,150,151,70419300
MSFT,10/3/2020,160.4730682,160.9199982,161.0299988,152.5800018,158.1600037,65354400
MSFT,11/3/2020,153.2033234,153.6300049,157.6999969,151.1499939,157.1300049,56371600
MSFT,12/3/2020,138.6737823,139.0599976,153.4700012,138.5800018,145.3000031,93226400
MSFT,13/3/2020,158.3888702,158.8300018,161.9100037,140.7299957,147.5,92727400
MSFT,16/3/2020,135.0438843,135.4199982,149.3500061,135,140,87905900
MSFT,17/3/2020,146.1629333,146.5700073,147.5,135,140,81059800
MSFT,18/3/2020,140.0100555,140.3999939,146,135.0200043,138,81593200
MSFT,19/3/2020,142.3136597,142.7100067,150.1499939,139,142.7700043,85922700
MSFT,20/3/2020,136.9685364,137.3500061,147.1000061,135.8600006,146,84866200
MSFT,23/3/2020,135.6023407,135.9799957,140.5700073,132.5200043,137.0099945,78975200
